"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,49,2,33,BERT_theseus_training|BERT_theseus
0,54,1,33,BERT_theseus_training|BERT_theseus
0,64,1,33,BERT_theseus_training|BERT_theseus
0,90,1,33,BERT_theseus_training|BERT_theseus
0,92,6,33,BERT_theseus_training|BERT_theseus
0,147,1,33,BERT_theseus_training|BERT_theseus
0,168,1,33,BERT_theseus_training|BERT_theseus
1,11,1,33,BERT_theseus_training|BERT_theseus
1,16,1,33,BERT_theseus_training|BERT_theseus
1,21,3,33,BERT_theseus_training|BERT_theseus
1,36,8,33,BERT_theseus_training|BERT_theseus
1,40,8,33,BERT_theseus_training|BERT_theseus
1,47,1,33,BERT_theseus_training|BERT_theseus
1,91,1,33,BERT_theseus_training|BERT_theseus
1,92,1,33,BERT_theseus_training|BERT_theseus
1,108,4,33,BERT_theseus_training|BERT_theseus
2,21,2,33,BERT_theseus_training|BERT_theseus
2,79,7,33,BERT_theseus_training|BERT_theseus
2,130,1,33,BERT_theseus_training|BERT_theseus
2,140,8,33,BERT_theseus_training|BERT_theseus
2,170,2,33,BERT_theseus_training|BERT_theseus
2,173,7,33,BERT_theseus_training|BERT_theseus
3,29,4,33,BERT_theseus_training|BERT_theseus
3,31,1,33,BERT_theseus_training|BERT_theseus
3,65,3,33,BERT_theseus_training|BERT_theseus
3,81,6,33,BERT_theseus_training|BERT_theseus
3,94,1,33,BERT_theseus_training|BERT_theseus
3,101,1,33,BERT_theseus_training|BERT_theseus
3,111,1,33,BERT_theseus_training|BERT_theseus
3,124,1,33,BERT_theseus_training|BERT_theseus
3,175,2,33,BERT_theseus_training|BERT_theseus
3,180,1,33,BERT_theseus_training|BERT_theseus
4,53,1,33,BERT_theseus_training|BERT_theseus
4,64,1,33,BERT_theseus_training|BERT_theseus
4,91,1,33,BERT_theseus_training|BERT_theseus
4,112,1,33,BERT_theseus_training|BERT_theseus
4,115,2,33,BERT_theseus_training|BERT_theseus
4,127,9,33,BERT_theseus_training|BERT_theseus
4,133,4,33,BERT_theseus_training|BERT_theseus
4,170,1,33,BERT_theseus_training|BERT_theseus
5,53,6,33,BERT_theseus_training|BERT_theseus
5,57,9,33,BERT_theseus_training|BERT_theseus
5,65,1,33,BERT_theseus_training|BERT_theseus
5,77,1,33,BERT_theseus_training|BERT_theseus
5,102,1,33,BERT_theseus_training|BERT_theseus
5,154,1,33,BERT_theseus_training|BERT_theseus
5,169,1,33,BERT_theseus_training|BERT_theseus
6,2,2,33,BERT_theseus_training|BERT_theseus
6,60,1,33,BERT_theseus_training|BERT_theseus
6,80,3,33,BERT_theseus_training|BERT_theseus
6,90,8,33,BERT_theseus_training|BERT_theseus
6,119,5,33,BERT_theseus_training|BERT_theseus
6,156,1,33,BERT_theseus_training|BERT_theseus
7,54,1,33,BERT_theseus_training|BERT_theseus
7,67,9,33,BERT_theseus_training|BERT_theseus
7,146,8,33,BERT_theseus_training|BERT_theseus
7,159,1,33,BERT_theseus_training|BERT_theseus
7,169,1,33,BERT_theseus_training|BERT_theseus
8,36,1,33,BERT_theseus_training|BERT_theseus
8,64,9,33,BERT_theseus_training|BERT_theseus
8,79,2,33,BERT_theseus_training|BERT_theseus
8,171,8,33,BERT_theseus_training|BERT_theseus
9,59,10,33,BERT_theseus_training|BERT_theseus
9,100,2,33,BERT_theseus_training|BERT_theseus
9,135,8,33,BERT_theseus_training|BERT_theseus
10,187,10,33,BERT_theseus_training|BERT_theseus
10,189,10,33,BERT_theseus_training|BERT_theseus
11,140,10,33,BERT_theseus_training|BERT_theseus
11,173,10,33,BERT_theseus_training|BERT_theseus
12,93,10,33,BERT_theseus_training|BERT_theseus
12,120,10,33,BERT_theseus_training|BERT_theseus
13,79,10,33,BERT_theseus_training|BERT_theseus
13,169,10,33,BERT_theseus_training|BERT_theseus
14,0,10,33,BERT_theseus_training|BERT_theseus
14,1,10,33,BERT_theseus_training|BERT_theseus
,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 34).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,29,4,34,BERT_theseus_training|BERT_theseus
0,35,2,34,BERT_theseus_training|BERT_theseus
0,47,3,34,BERT_theseus_training|BERT_theseus
0,48,1,34,BERT_theseus_training|BERT_theseus
0,66,1,34,BERT_theseus_training|BERT_theseus
0,106,1,34,BERT_theseus_training|BERT_theseus
0,114,2,34,BERT_theseus_training|BERT_theseus
0,126,7,34,BERT_theseus_training|BERT_theseus
0,138,1,34,BERT_theseus_training|BERT_theseus
0,146,6,34,BERT_theseus_training|BERT_theseus
1,5,3,34,BERT_theseus_training|BERT_theseus
1,9,1,34,BERT_theseus_training|BERT_theseus
1,23,1,34,BERT_theseus_training|BERT_theseus
1,46,1,34,BERT_theseus_training|BERT_theseus
1,82,1,34,BERT_theseus_training|BERT_theseus
1,88,1,34,BERT_theseus_training|BERT_theseus
1,93,1,34,BERT_theseus_training|BERT_theseus
1,95,9,34,BERT_theseus_training|BERT_theseus
1,132,1,34,BERT_theseus_training|BERT_theseus
1,149,1,34,BERT_theseus_training|BERT_theseus
1,174,1,34,BERT_theseus_training|BERT_theseus
2,24,1,34,BERT_theseus_training|BERT_theseus
2,30,1,34,BERT_theseus_training|BERT_theseus
2,41,1,34,BERT_theseus_training|BERT_theseus
2,56,1,34,BERT_theseus_training|BERT_theseus
2,61,3,34,BERT_theseus_training|BERT_theseus
2,69,3,34,BERT_theseus_training|BERT_theseus
2,99,1,34,BERT_theseus_training|BERT_theseus
2,105,1,34,BERT_theseus_training|BERT_theseus
2,113,8,34,BERT_theseus_training|BERT_theseus
2,136,1,34,BERT_theseus_training|BERT_theseus
3,12,3,34,BERT_theseus_training|BERT_theseus
3,14,1,34,BERT_theseus_training|BERT_theseus
3,55,4,34,BERT_theseus_training|BERT_theseus
3,86,3,34,BERT_theseus_training|BERT_theseus
3,95,1,34,BERT_theseus_training|BERT_theseus
3,114,2,34,BERT_theseus_training|BERT_theseus
3,143,1,34,BERT_theseus_training|BERT_theseus
3,156,1,34,BERT_theseus_training|BERT_theseus
3,162,1,34,BERT_theseus_training|BERT_theseus
3,176,3,34,BERT_theseus_training|BERT_theseus
4,25,5,34,BERT_theseus_training|BERT_theseus
4,34,1,34,BERT_theseus_training|BERT_theseus
4,37,3,34,BERT_theseus_training|BERT_theseus
4,50,1,34,BERT_theseus_training|BERT_theseus
4,58,7,34,BERT_theseus_training|BERT_theseus
4,82,1,34,BERT_theseus_training|BERT_theseus
4,128,1,34,BERT_theseus_training|BERT_theseus
4,175,1,34,BERT_theseus_training|BERT_theseus
5,74,1,34,BERT_theseus_training|BERT_theseus
5,126,8,34,BERT_theseus_training|BERT_theseus
5,142,1,34,BERT_theseus_training|BERT_theseus
5,171,9,34,BERT_theseus_training|BERT_theseus
5,185,1,34,BERT_theseus_training|BERT_theseus
6,7,2,34,BERT_theseus_training|BERT_theseus
6,57,8,34,BERT_theseus_training|BERT_theseus
6,78,1,34,BERT_theseus_training|BERT_theseus
6,117,8,34,BERT_theseus_training|BERT_theseus
6,151,1,34,BERT_theseus_training|BERT_theseus
7,60,1,34,BERT_theseus_training|BERT_theseus
7,73,9,34,BERT_theseus_training|BERT_theseus
7,132,1,34,BERT_theseus_training|BERT_theseus
7,176,9,34,BERT_theseus_training|BERT_theseus
8,110,10,34,BERT_theseus_training|BERT_theseus
8,112,1,34,BERT_theseus_training|BERT_theseus
8,113,9,34,BERT_theseus_training|BERT_theseus
9,91,10,34,BERT_theseus_training|BERT_theseus
9,161,10,34,BERT_theseus_training|BERT_theseus
10,37,10,34,BERT_theseus_training|BERT_theseus
10,113,10,34,BERT_theseus_training|BERT_theseus
11,77,10,34,BERT_theseus_training|BERT_theseus
11,117,10,34,BERT_theseus_training|BERT_theseus
12,27,10,34,BERT_theseus_training|BERT_theseus
12,135,10,34,BERT_theseus_training|BERT_theseus
13,181,10,34,BERT_theseus_training|BERT_theseus
13,201,10,34,BERT_theseus_training|BERT_theseus
14,0,10,34,BERT_theseus_training|BERT_theseus
14,1,10,34,BERT_theseus_training|BERT_theseus
,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 35).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,88,3,35,DAIS_training|DAIS
0,96,4,35,DAIS_training|DAIS
0,120,6,35,DAIS_training|DAIS
0,161,10,35,DAIS_training|DAIS
0,166,6,35,DAIS_training|DAIS
1,20,1,35,DAIS_training|DAIS
1,24,6,35,DAIS_training|DAIS
1,26,1,35,DAIS_training|DAIS
1,36,1,35,DAIS_training|DAIS
1,45,5,35,DAIS_training|DAIS
1,68,2,35,DAIS_training|DAIS
1,89,2,35,DAIS_training|DAIS
1,113,1,35,DAIS_training|DAIS
1,125,1,35,DAIS_training|DAIS
1,134,1,35,DAIS_training|DAIS
1,150,4,35,DAIS_training|DAIS
1,175,1,35,DAIS_training|DAIS
2,2,3,35,DAIS_training|DAIS
2,39,1,35,DAIS_training|DAIS
2,41,2,35,DAIS_training|DAIS
2,50,2,35,DAIS_training|DAIS
2,100,1,35,DAIS_training|DAIS
2,105,1,35,DAIS_training|DAIS
2,107,3,35,DAIS_training|DAIS
2,109,1,35,DAIS_training|DAIS
2,133,1,35,DAIS_training|DAIS
2,135,1,35,DAIS_training|DAIS
2,174,4,35,DAIS_training|DAIS
3,37,3,35,DAIS_training|DAIS
3,38,1,35,DAIS_training|DAIS
3,70,1,35,DAIS_training|DAIS
3,94,8,35,DAIS_training|DAIS
3,108,6,35,DAIS_training|DAIS
3,172,1,35,DAIS_training|DAIS
4,28,8,35,DAIS_training|DAIS
4,34,2,35,DAIS_training|DAIS
4,139,6,35,DAIS_training|DAIS
4,166,6,35,DAIS_training|DAIS
5,1,4,35,DAIS_training|DAIS
5,83,9,35,DAIS_training|DAIS
5,113,2,35,DAIS_training|DAIS
5,141,10,35,DAIS_training|DAIS
5,173,4,35,DAIS_training|DAIS
6,35,9,35,DAIS_training|DAIS
6,86,10,35,DAIS_training|DAIS
6,102,10,35,DAIS_training|DAIS
6,146,1,35,DAIS_training|DAIS
7,0,9,35,DAIS_training|DAIS
7,151,1,35,DAIS_training|DAIS
7,159,10,35,DAIS_training|DAIS
8,60,10,35,DAIS_training|DAIS
8,179,10,35,DAIS_training|DAIS
9,0,10,35,DAIS_training|DAIS
9,129,10,35,DAIS_training|DAIS
10,23,10,35,DAIS_training|DAIS
10,83,10,35,DAIS_training|DAIS
11,39,10,35,DAIS_training|DAIS
11,72,10,35,DAIS_training|DAIS
12,89,10,35,DAIS_training|DAIS
12,98,10,35,DAIS_training|DAIS
13,0,1,35,DAIS_training|DAIS
13,88,9,35,DAIS_training|DAIS
13,159,10,35,DAIS_training|DAIS
14,131,10,35,DAIS_training|DAIS
14,175,10,35,DAIS_training|DAIS
15,105,10,35,DAIS_training|DAIS
15,135,10,35,DAIS_training|DAIS
16,65,10,35,DAIS_training|DAIS
16,127,10,35,DAIS_training|DAIS
17,42,9,35,DAIS_training|DAIS
17,87,10,35,DAIS_training|DAIS
17,121,1,35,DAIS_training|DAIS
18,105,10,35,DAIS_training|DAIS
18,172,10,35,DAIS_training|DAIS
19,103,10,35,DAIS_training|DAIS
19,185,1,35,DAIS_training|DAIS
19,189,9,35,DAIS_training|DAIS
20,0,1,35,DAIS_training|DAIS
20,112,10,35,DAIS_training|DAIS
20,154,9,35,DAIS_training|DAIS
21,1,1,35,DAIS_training|DAIS
21,27,10,35,DAIS_training|DAIS
21,63,9,35,DAIS_training|DAIS
22,108,10,35,DAIS_training|DAIS
22,117,10,35,DAIS_training|DAIS
23,0,1,35,DAIS_training|DAIS
23,40,10,35,DAIS_training|DAIS
23,58,9,35,DAIS_training|DAIS
24,0,9,35,DAIS_training|DAIS
24,1,9,35,DAIS_training|DAIS
24,135,1,35,DAIS_training|DAIS
24,153,1,35,DAIS_training|DAIS
25,0,3,35,DAIS_training|DAIS
25,105,6,35,DAIS_training|DAIS
25,144,1,35,DAIS_training|DAIS
25,189,1,35,DAIS_training|DAIS
25,197,9,35,DAIS_training|DAIS
26,0,4,35,DAIS_training|DAIS
26,36,1,35,DAIS_training|DAIS
26,43,1,35,DAIS_training|DAIS
26,71,3,35,DAIS_training|DAIS
26,82,7,35,DAIS_training|DAIS
26,145,4,35,DAIS_training|DAIS
27,65,5,35,DAIS_training|DAIS
27,76,5,35,DAIS_training|DAIS
27,124,5,35,DAIS_training|DAIS
27,132,1,35,DAIS_training|DAIS
27,153,4,35,DAIS_training|DAIS
28,0,6,35,DAIS_training|DAIS
28,1,1,35,DAIS_training|DAIS
28,2,2,35,DAIS_training|DAIS
28,4,2,35,DAIS_training|DAIS
28,5,3,35,DAIS_training|DAIS
28,6,4,35,DAIS_training|DAIS
28,7,1,35,DAIS_training|DAIS
28,9,5,35,DAIS_training|DAIS
,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 36).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,20,4,36,DAIS_training|DAIS
0,38,1,36,DAIS_training|DAIS
0,49,4,36,DAIS_training|DAIS
0,60,8,36,DAIS_training|DAIS
0,64,4,36,DAIS_training|DAIS
0,91,1,36,DAIS_training|DAIS
0,144,1,36,DAIS_training|DAIS
0,153,5,36,DAIS_training|DAIS
1,11,5,36,DAIS_training|DAIS
1,34,3,36,DAIS_training|DAIS
1,61,2,36,DAIS_training|DAIS
1,76,1,36,DAIS_training|DAIS
1,92,7,36,DAIS_training|DAIS
1,95,3,36,DAIS_training|DAIS
1,134,7,36,DAIS_training|DAIS
2,50,1,36,DAIS_training|DAIS
2,55,6,36,DAIS_training|DAIS
2,61,1,36,DAIS_training|DAIS
2,94,6,36,DAIS_training|DAIS
2,99,1,36,DAIS_training|DAIS
2,124,4,36,DAIS_training|DAIS
2,155,1,36,DAIS_training|DAIS
2,168,3,36,DAIS_training|DAIS
3,59,4,36,DAIS_training|DAIS
3,88,1,36,DAIS_training|DAIS
3,97,2,36,DAIS_training|DAIS
3,112,1,36,DAIS_training|DAIS
3,141,3,36,DAIS_training|DAIS
3,158,7,36,DAIS_training|DAIS
3,161,3,36,DAIS_training|DAIS
4,22,7,36,DAIS_training|DAIS
4,29,2,36,DAIS_training|DAIS
4,43,1,36,DAIS_training|DAIS
4,44,4,36,DAIS_training|DAIS
4,71,1,36,DAIS_training|DAIS
4,77,1,36,DAIS_training|DAIS
4,93,3,36,DAIS_training|DAIS
4,128,1,36,DAIS_training|DAIS
4,156,2,36,DAIS_training|DAIS
5,102,10,36,DAIS_training|DAIS
5,157,10,36,DAIS_training|DAIS
6,11,1,36,DAIS_training|DAIS
6,54,10,36,DAIS_training|DAIS
6,60,8,36,DAIS_training|DAIS
6,115,1,36,DAIS_training|DAIS
7,100,10,36,DAIS_training|DAIS
7,155,10,36,DAIS_training|DAIS
8,0,9,36,DAIS_training|DAIS
8,51,1,36,DAIS_training|DAIS
8,133,10,36,DAIS_training|DAIS
9,42,10,36,DAIS_training|DAIS
9,65,10,36,DAIS_training|DAIS
10,0,10,36,DAIS_training|DAIS
10,112,10,36,DAIS_training|DAIS
11,19,10,36,DAIS_training|DAIS
11,48,10,36,DAIS_training|DAIS
12,13,10,36,DAIS_training|DAIS
12,168,10,36,DAIS_training|DAIS
13,7,10,36,DAIS_training|DAIS
13,49,10,36,DAIS_training|DAIS
14,6,10,36,DAIS_training|DAIS
14,120,10,36,DAIS_training|DAIS
15,0,10,36,DAIS_training|DAIS
15,188,10,36,DAIS_training|DAIS
16,89,10,36,DAIS_training|DAIS
16,105,10,36,DAIS_training|DAIS
17,100,10,36,DAIS_training|DAIS
17,181,10,36,DAIS_training|DAIS
18,80,10,36,DAIS_training|DAIS
18,112,10,36,DAIS_training|DAIS
19,0,10,36,DAIS_training|DAIS
19,149,10,36,DAIS_training|DAIS
20,0,10,36,DAIS_training|DAIS
20,171,10,36,DAIS_training|DAIS
21,146,10,36,DAIS_training|DAIS
21,161,10,36,DAIS_training|DAIS
22,0,10,36,DAIS_training|DAIS
22,145,10,36,DAIS_training|DAIS
23,0,10,36,DAIS_training|DAIS
23,45,10,36,DAIS_training|DAIS
24,144,10,36,DAIS_training|DAIS
24,187,10,36,DAIS_training|DAIS
25,0,10,36,DAIS_training|DAIS
25,1,10,36,DAIS_training|DAIS
26,0,10,36,DAIS_training|DAIS
26,2,10,36,DAIS_training|DAIS
27,2,1,36,DAIS_training|DAIS
27,12,5,36,DAIS_training|DAIS
27,101,2,36,DAIS_training|DAIS
27,140,7,36,DAIS_training|DAIS
27,161,5,36,DAIS_training|DAIS
28,0,6,36,DAIS_training|DAIS
28,1,3,36,DAIS_training|DAIS
28,2,3,36,DAIS_training|DAIS
28,4,2,36,DAIS_training|DAIS
28,5,2,36,DAIS_training|DAIS
28,6,1,36,DAIS_training|DAIS
28,7,9,36,DAIS_training|DAIS
28,9,3,36,DAIS_training|DAIS
,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 37).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
20,26,10,37,DAIS_training|DAIS
20,102,10,37,DAIS_training|DAIS
21,26,10,37,DAIS_training|DAIS
21,29,10,37,DAIS_training|DAIS
22,124,10,37,DAIS_training|DAIS
22,131,10,37,DAIS_training|DAIS
23,41,10,37,DAIS_training|DAIS
23,47,10,37,DAIS_training|DAIS
24,132,10,37,DAIS_training|DAIS
24,161,10,37,DAIS_training|DAIS
25,90,10,37,DAIS_training|DAIS
25,120,10,37,DAIS_training|DAIS
26,75,10,37,DAIS_training|DAIS
26,167,10,37,DAIS_training|DAIS
27,0,10,37,DAIS_training|DAIS
27,1,10,37,DAIS_training|DAIS
28,0,10,37,DAIS_training|DAIS
28,1,10,37,DAIS_training|DAIS
,,,,
"datasets/ontologies/random_model (0).ttl",,,,
Layer,node,Number of meanings for node,csv row,pruning type
0,4,1,0,RandomConnections
0,10,1,0,RandomConnections
0,11,2,0,RandomConnections
0,22,1,0,RandomConnections
0,42,1,0,RandomConnections
0,54,1,0,RandomConnections
0,68,1,0,RandomConnections
0,83,1,0,RandomConnections
0,91,1,0,RandomConnections
0,97,1,0,RandomConnections
0,105,1,0,RandomConnections
0,111,1,0,RandomConnections
0,115,1,0,RandomConnections
0,116,1,0,RandomConnections
0,126,2,0,RandomConnections
0,149,1,0,RandomConnections
0,152,1,0,RandomConnections
0,156,2,0,RandomConnections
0,158,1,0,RandomConnections
0,174,1,0,RandomConnections
1,26,1,0,RandomConnections
1,27,1,0,RandomConnections
1,37,3,0,RandomConnections
1,43,1,0,RandomConnections
1,62,1,0,RandomConnections
1,77,1,0,RandomConnections
1,85,1,0,RandomConnections
1,89,2,0,RandomConnections
1,96,1,0,RandomConnections
1,105,1,0,RandomConnections
1,115,1,0,RandomConnections
1,118,2,0,RandomConnections
1,129,1,0,RandomConnections
1,132,1,0,RandomConnections
1,147,1,0,RandomConnections
1,157,1,0,RandomConnections
1,164,1,0,RandomConnections
1,169,1,0,RandomConnections
2,7,1,0,RandomConnections
2,10,1,0,RandomConnections
2,11,1,0,RandomConnections
2,24,1,0,RandomConnections
2,26,1,0,RandomConnections
2,36,1,0,RandomConnections
2,39,1,0,RandomConnections
2,52,1,0,RandomConnections
2,53,2,0,RandomConnections
2,59,1,0,RandomConnections
2,91,1,0,RandomConnections
2,100,1,0,RandomConnections
2,107,1,0,RandomConnections
2,133,1,0,RandomConnections
2,135,1,0,RandomConnections
2,143,1,0,RandomConnections
2,161,1,0,RandomConnections
2,165,2,0,RandomConnections
2,170,1,0,RandomConnections
3,13,1,0,RandomConnections
3,22,1,0,RandomConnections
3,28,1,0,RandomConnections
3,36,1,0,RandomConnections
3,48,1,0,RandomConnections
3,53,2,0,RandomConnections
3,70,1,0,RandomConnections
3,81,1,0,RandomConnections
3,84,1,0,RandomConnections
3,91,1,0,RandomConnections
3,100,1,0,RandomConnections
3,103,1,0,RandomConnections
3,113,1,0,RandomConnections
3,144,2,0,RandomConnections
3,152,1,0,RandomConnections
3,154,1,0,RandomConnections
3,156,1,0,RandomConnections
3,158,1,0,RandomConnections
3,169,1,0,RandomConnections
4,5,1,0,RandomConnections
4,15,1,0,RandomConnections
4,33,1,0,RandomConnections
4,51,1,0,RandomConnections
4,62,1,0,RandomConnections
4,65,1,0,RandomConnections
4,70,1,0,RandomConnections
4,71,2,0,RandomConnections
4,94,1,0,RandomConnections
4,95,1,0,RandomConnections
4,97,1,0,RandomConnections
4,100,1,0,RandomConnections
4,101,1,0,RandomConnections
4,105,1,0,RandomConnections
4,108,1,0,RandomConnections
4,114,1,0,RandomConnections
4,131,1,0,RandomConnections
4,134,1,0,RandomConnections
4,161,1,0,RandomConnections
4,166,1,0,RandomConnections
5,10,1,0,RandomConnections
5,12,1,0,RandomConnections
5,16,1,0,RandomConnections
5,42,1,0,RandomConnections
5,55,1,0,RandomConnections
5,60,1,0,RandomConnections
5,65,1,0,RandomConnections
5,66,1,0,RandomConnections
5,80,1,0,RandomConnections
5,96,1,0,RandomConnections
5,101,1,0,RandomConnections
5,111,1,0,RandomConnections
5,113,1,0,RandomConnections
5,120,1,0,RandomConnections
5,128,1,0,RandomConnections
5,135,1,0,RandomConnections
5,138,4,0,RandomConnections
5,141,1,0,RandomConnections
6,13,1,0,RandomConnections
6,25,1,0,RandomConnections
6,26,1,0,RandomConnections
6,30,1,0,RandomConnections
6,32,1,0,RandomConnections
6,40,1,0,RandomConnections
6,45,1,0,RandomConnections
6,48,1,0,RandomConnections
6,65,1,0,RandomConnections
6,87,1,0,RandomConnections
6,94,1,0,RandomConnections
6,100,2,0,RandomConnections
6,120,1,0,RandomConnections
6,127,1,0,RandomConnections
6,135,1,0,RandomConnections
6,137,1,0,RandomConnections
6,139,1,0,RandomConnections
6,142,1,0,RandomConnections
6,154,1,0,RandomConnections
6,175,1,0,RandomConnections
7,1,1,0,RandomConnections
7,26,1,0,RandomConnections
7,40,1,0,RandomConnections
7,43,1,0,RandomConnections
7,59,1,0,RandomConnections
7,67,1,0,RandomConnections
7,93,1,0,RandomConnections
7,95,1,0,RandomConnections
7,97,1,0,RandomConnections
7,99,1,0,RandomConnections
7,101,1,0,RandomConnections
7,112,1,0,RandomConnections
7,137,1,0,RandomConnections
7,139,1,0,RandomConnections
7,140,1,0,RandomConnections
7,147,2,0,RandomConnections
7,154,1,0,RandomConnections
7,163,1,0,RandomConnections
7,171,1,0,RandomConnections
8,10,1,0,RandomConnections
8,21,1,0,RandomConnections
8,28,1,0,RandomConnections
8,40,1,0,RandomConnections
8,41,1,0,RandomConnections
8,49,1,0,RandomConnections
8,56,1,0,RandomConnections
8,57,1,0,RandomConnections
8,62,1,0,RandomConnections
8,72,1,0,RandomConnections
8,73,1,0,RandomConnections
8,89,1,0,RandomConnections
8,92,1,0,RandomConnections
8,103,1,0,RandomConnections
8,107,1,0,RandomConnections
8,130,1,0,RandomConnections
8,146,1,0,RandomConnections
8,150,1,0,RandomConnections
8,177,2,0,RandomConnections
8,179,1,0,RandomConnections
9,1,2,0,RandomConnections
9,5,1,0,RandomConnections
9,7,1,0,RandomConnections
9,13,2,0,RandomConnections
9,29,1,0,RandomConnections
9,33,1,0,RandomConnections
9,34,1,0,RandomConnections
9,46,1,0,RandomConnections
9,55,1,0,RandomConnections
9,57,1,0,RandomConnections
9,69,2,0,RandomConnections
9,89,1,0,RandomConnections
9,98,1,0,RandomConnections
9,111,2,0,RandomConnections
9,130,1,0,RandomConnections
9,133,1,0,RandomConnections
9,147,1,0,RandomConnections
9,158,2,0,RandomConnections
9,176,1,0,RandomConnections
10,2,1,0,RandomConnections
10,21,1,0,RandomConnections
10,31,1,0,RandomConnections
10,37,1,0,RandomConnections
10,43,1,0,RandomConnections
10,47,1,0,RandomConnections
10,62,1,0,RandomConnections
10,84,1,0,RandomConnections
10,94,2,0,RandomConnections
10,96,3,0,RandomConnections
10,99,1,0,RandomConnections
10,114,1,0,RandomConnections
10,115,1,0,RandomConnections
10,126,1,0,RandomConnections
10,161,1,0,RandomConnections
10,166,1,0,RandomConnections
10,173,1,0,RandomConnections
10,178,1,0,RandomConnections
10,182,2,0,RandomConnections
11,15,1,0,RandomConnections
11,29,1,0,RandomConnections
11,59,2,0,RandomConnections
11,60,1,0,RandomConnections
11,74,1,0,RandomConnections
11,83,1,0,RandomConnections
11,88,1,0,RandomConnections
11,94,1,0,RandomConnections
11,116,1,0,RandomConnections
11,119,1,0,RandomConnections
11,130,1,0,RandomConnections
11,149,2,0,RandomConnections
11,171,2,0,RandomConnections
11,174,1,0,RandomConnections
11,176,1,0,RandomConnections
11,177,2,0,RandomConnections
11,182,2,0,RandomConnections
12,16,1,0,RandomConnections
12,18,1,0,RandomConnections
12,33,1,0,RandomConnections
12,38,2,0,RandomConnections
12,44,1,0,RandomConnections
12,45,1,0,RandomConnections
12,68,1,0,RandomConnections
12,77,1,0,RandomConnections
12,87,1,0,RandomConnections
12,94,1,0,RandomConnections
12,117,2,0,RandomConnections
12,128,1,0,RandomConnections
12,148,2,0,RandomConnections
12,153,1,0,RandomConnections
12,159,1,0,RandomConnections
12,178,1,0,RandomConnections
12,185,1,0,RandomConnections
13,6,1,0,RandomConnections
13,15,1,0,RandomConnections
13,22,1,0,RandomConnections
13,27,2,0,RandomConnections
13,31,1,0,RandomConnections
13,36,1,0,RandomConnections
13,39,1,0,RandomConnections
13,42,1,0,RandomConnections
13,49,1,0,RandomConnections
13,50,1,0,RandomConnections
13,69,1,0,RandomConnections
13,73,1,0,RandomConnections
13,85,1,0,RandomConnections
13,88,1,0,RandomConnections
13,93,1,0,RandomConnections
13,94,1,0,RandomConnections
13,105,1,0,RandomConnections
13,121,1,0,RandomConnections
13,127,1,0,RandomConnections
14,20,1,0,RandomConnections
14,25,1,0,RandomConnections
14,47,1,0,RandomConnections
14,51,1,0,RandomConnections
14,55,1,0,RandomConnections
14,61,1,0,RandomConnections
14,62,1,0,RandomConnections
14,70,1,0,RandomConnections
14,77,1,0,RandomConnections
14,94,2,0,RandomConnections
14,96,1,0,RandomConnections
14,104,1,0,RandomConnections
14,111,1,0,RandomConnections
14,135,1,0,RandomConnections
14,137,1,0,RandomConnections
14,143,1,0,RandomConnections
14,150,1,0,RandomConnections
14,154,1,0,RandomConnections
14,159,1,0,RandomConnections
14,179,1,0,RandomConnections
15,18,2,0,RandomConnections
15,33,1,0,RandomConnections
15,40,2,0,RandomConnections
15,61,1,0,RandomConnections
15,78,2,0,RandomConnections
15,83,1,0,RandomConnections
15,88,1,0,RandomConnections
15,96,1,0,RandomConnections
15,98,1,0,RandomConnections
15,108,1,0,RandomConnections
15,130,1,0,RandomConnections
15,143,2,0,RandomConnections
15,145,1,0,RandomConnections
15,147,1,0,RandomConnections
15,159,1,0,RandomConnections
15,168,1,0,RandomConnections
15,173,1,0,RandomConnections
15,184,1,0,RandomConnections
16,19,2,0,RandomConnections
16,34,1,0,RandomConnections
16,44,1,0,RandomConnections
16,70,1,0,RandomConnections
16,78,1,0,RandomConnections
16,85,1,0,RandomConnections
16,89,1,0,RandomConnections
16,99,1,0,RandomConnections
16,107,1,0,RandomConnections
16,109,1,0,RandomConnections
16,118,1,0,RandomConnections
16,122,1,0,RandomConnections
16,125,1,0,RandomConnections
16,136,2,0,RandomConnections
16,137,1,0,RandomConnections
16,149,1,0,RandomConnections
16,160,1,0,RandomConnections
16,177,1,0,RandomConnections
16,179,1,0,RandomConnections
17,2,1,0,RandomConnections
17,20,1,0,RandomConnections
17,28,1,0,RandomConnections
17,30,1,0,RandomConnections
17,48,1,0,RandomConnections
17,50,1,0,RandomConnections
17,51,1,0,RandomConnections
17,54,1,0,RandomConnections
17,62,1,0,RandomConnections
17,72,1,0,RandomConnections
17,78,1,0,RandomConnections
